,tweet
5266,five hours
5267,gotta live my truth not keep it bottled in
5268,so i don’t lose my mind 🤍☁️🌑🌬🌧 seven hrs #rainonme
5269,thank u pop dancing queen mama
5270,nine hrs #rainonme
5271,woaaah
5272,i love u so much more
5273,nothing could stop us before either we just had to realize it
5274,i’m so excited ☁️ thank u🤍 i’m ready #rainonme
5275,⛈ tonight ⛈ rain on me
5276,love u
5277,love appreciate u so so much my angel friend
5278,⛈ teardrops on my face ⛈ rain on me 522
5279,love u most
5280,⛈ rain on me ⛈ may 22
5281,limited amount of signed singles by me justin available til midnight
5282,HAHAHAHAHAHAHAH
5283,jesus christ 😭😭😭😭
5284,hello same
5285,don’t get me wrong
5286,it is so much fun to watch u all fight for it and i appreciate u sm
5287,u are the fiercest angels alive
5288,i just had to share
5289,it was weighing on me and i appreciate u listening
5290,i will never play dirty
5291,i don’t enjoy the game
5292,however i don’t want to let u down
5293,love u most
5294,thank u for your kindness and for nerding out over music with me
5295,i had the best time
5296,love u thank u
5297,the biggest stan
5298,love u always
5299,love u my gill
5300,my heart is quite full
5301,a huge thank u to everybody that’s been loving streaming buying dancing to supporting #stuckwithu all week
5302,we love uuuu
5303,#stuckwithu 🤍
5304,spoke to about #stuckwithu much more music
5305,airing tomorrow 9am pst on 🤍
5306,werk
5307,i’m in and more than happy to match the amount
5308,🏹🤍 #stuckwithu
5309,studio boy #vocalproductionbymyron #stuckwithu
5310,everything i love u forever
5311,miss u
5312,that’s why when the suns up i’m stayin 🤍
5313,my heart
5314,#stuckwithu new edit coming
5315,we love u
5316,#stuckwithu song and video out now 🖤 thank u for being a part of this
5317,#stuckwithu out now 🤍 proceeds to benefit thank u
5318,love u more i promise
5319,mamaaaaaaaaaaaaa
5320,missed moments like these with u all
5321,love u so much
5322,hope u enjoy
5323,me too
5324,it has been a long time comin and i’m so glad we waited so patiently for this
5325,it feels so special
5326,love u my friend #stuckwithu 1 hour
5327,one hour #stuckwithu 🤍
5328,screaming yes
5329,please everyone hold me i had no idea they were adding Liana’s little house artwork to the hashtag and i am very excited about this #stuckwithu
5330,three hours #stuckwithu 🤍
5331,screamin
5332,love u more
5333,y’all are so cuuuuuute 🥺
5334,soon yes
5335,all in support of 🤍
5336,i am very glad someone is laughing 😭 the fucking heart attacks i had over this
5337,for the record i did not allow or approve this clip to be in the actual video
5338,but
5339,nonetheless
5340,it exists and that’s
5341,unique
5342,anyway 7
5343,5 hours
5344,eight hrs #stuckwithu
5345,i love that one the most 🪐
5346,excited for everybody to see the video too u and rory did such a beautiful job man
5347,still love this one
5348,love u
5349,your love is just enough
5350,regarding anything i do
5351,promise
5352,the rest is just icing
5353,ever
5354,oh how i’ve misssssed them and u #stuckwithu 11 hours
5355,love u
5356,tonight #stuckwithu
5357,three days #stuckwithu 🖤
5358,four days #stuckwithu
5359,love u
5360,very obsessed with everyone’s #StuckwithU videos
5361,seriously the sweetest
5362,thank u so much for sharing these moments with us and bringing so much more life and love to this
5363,it feels so special
5364,so excited for u all to see the final product and of course hear the song
5365,thank u guys 🖤 love u always
5366,please use this instrumental send us videos of u being your beautiful selves dancing with your loved ones pets whatever whoever brings u comfort during this quarantine even if it’s just u alone
5367,that’s beautiful too
5368,to be a part of #StuckWithU 🖤💻🎙🌫
5369,stuck with u by me and out may 8th
5370,head to my instagram for more info
5371,thank u to and for making this possible 🖤 presave here
5372,with covid19 texts into crisis text line are up 40%
5373,the mental health fund supports orgs meeting the increased demand by offering crisis intervention via text in the usa canada uk and ireland
5374,covid tech connect is finding smart devices and getting them in the hands of hospital workers to connect covid19 patients with their families who are unable to visit
5375,fund for families benefits organizations on the usmexico border supporting minors and families in shelters with food medical supplies toilet paper soap and protective gear to help stop the spread of covid19
5376,organizations like are leading an effort to protect incarcerated people and correctional facility staff from covid19 by sending protective gear to jails and prisons across the country especially those hit hardest by the virus
5377,hi everyone
5378,i’m back with my weekly updates of organizations i’ve been supporting for covid19 relief please check out the following to support yourself and learn more
5379,see u there everybody 🖤
5380,yeah
5381,cant win em all man
5382,yeah i dont know what that is im old but i steal pics from u guys all the time so Im sorry and thank u lmaoooo
5383,oh my god i
5384,love u so much
5385,this is the best thing
5386,and you sound and are just as stunning as ever
5387,love u pringus
5388,my sweet
5389,that’s bullshit but i love u
5390,the most
5391,just as long as i’m your fav student
5392,bye
5393,u both sounded fucking phenomenal i’m still recovering from everything i just watched
5394,thank u for existing and for being human masterclasses in musicality and technique
5395,i worship sherie
5396,that was so beautiful i loved every minute so much
5397,thank u and for having me and for doing this
5398,everyone played and sang so beautifully
5399,love u
5400,the opening i’m crying 🤍
5401,ooooo another of my fav jrb songs
5402,yeah they did
5403,it has been announced that they were having some technical difficulties and it is moving to 830
5404,OH MY
5405,while we are waiting for the concert to begin may i just
5406,bring some attention to this please
5407,i remember that day that workshop so clearly and still remember literally word u said to me lmaooo
5408,love u
5409,excited to be a part of this phenomenal virtual concert and to be performing one of my favorite songs with him tonight at 8 pm est 🖤 see u there
5410,please leave this in
5411,me too please
5412,so in love w this my day was entirely made omg
5413,thank u for sharing
5414,you’re so talented
5415,thank u
5416,shit me too
5417,i was like when did we shoot that
5418,u cute
5419,love u
5420,why am i crying
5421,also these edits
5422,people are so talented the fuck
5423,sooooo cute nooo
5424,do we know what the artist is
5425,also
5426,as i announced earlier this week my #allinchallenge is open til may 12
5427,100% of proceeds go to four amazing food organizations
5428,one fair wage emergency fund is providing cash assistance to service workers and hourly gig workers who were laid off due to COVID19 and have no safety net
5429,the national domestic workers alliance coronavirus care fund provides emergency assistance for qualifying home care workers nannies and house cleaners who are experiencing financial hardship due to COVID19
5430,the neighborhood helps neighbors in need by covering rent for families who have lost income as a result of COVID19 who are not eligible for gov assistance and who will be evicted if we dont help quickly
5431,hello everyone
5432,back with a few more organizations and a little bit about how they’re helping during this difficult time
5433,grateful to be able to support their work
5434,hope you’re all staying as safe and healthy as possible
5435,have a great weekend
5436,love u so much
5437,u smashed this
5438,please please elaborate
5439,what show aaron
5440,LIKE
5441,CAN WE GO BACK
5442,all we do is cry
5443,why
5444,it’s so good i love u #bite
5445,so so beautiful
5446,what queen says goes 🤍🎙 thank u for nominating me i am so excited to be participating in the #allinchallenge
5447,100% of proceeds go to four amazing organizations that i personally love and have been supporting i nominate queen
5448,ft me 🖤
5449,it’s entirely life changing
5450,WOW THANK U SO MUCH
5451,i love u
5452,don’t get me started pls sir
5453,he’s so funny
5454,love u more
5455,in the most loving way possible
5456,tell me that isn’t stan culture
5457,rain on me #Chromatica #LG6 🌫🤍💧
5458,totally take it back
5459,sorry y’all
5460,just been working
5461,love u
5462,same
5463,love u
5464,love u sm
5465,miss this time
5466,🤍💦🥃
5467,miss u
5468,love u both so much
5469,this is so awesome
5470,so random and so kind of u
5471,love u
5472,appreciate u
5473,miss u guys
5474,working a lot but miss u sending love
5475,cannot thank u enough
5476,that means the world with me
5477,u did an amazing job WRITING literally EVERY SONG THAT MATTERS IN THE HISTORY OF THE WORLD
5478,my queen
5479,miss u so so so much
5480,u were so adorable and phenomenal tonight
5481,what a gift u are
5482,🥺🤍🥺🤍🥺🤍
5483,it’s from the no tears video 😭
5484,‘won’t say i’m in love’ 🤍 thank u for having me #DisneyFamilySingalong 🎙
5485,at least out loud
5486,i won’t say i’m in love
5487,omg
5488,remind me if we’ve ever had more fun working on something in our lives really
5489,we got time
5490,now all we need is patience
5491,｡ﾟ･（gt﹏lt）･ﾟ｡ no rush
5492,love u w all my heart
5493,maybe no more lives for now lmao
5494,omg
5495,thank u for making mine come true
5496,love and appreciate u sm
5497,mona
5498,bruh 😭😭😭😭😭
5499,i’m crying
5500,HAHAHAHAHAHA
5501,oh my god 🥖 🍞 🖤 so cute
5502,so cute 😭
5503,good
5504,it’s funny and fun
5505,keep being creative and making each other laugh
5506,IS EVERYONE OKAY
5507,but the heartbeat sensation line is a bar
5508,entirely
5509,u and transformed
5510,truly soul shaking performances from u both
5511,another super productive day
5512,ft me rn
5513,oh my god i love u so much it hurts
5514,hello same to u my fine sir
5515,i believe it more than i believe anything else in my life
5516,and how’d u all make use of YOUR day
5517,same
5518,miss u
5519,tommy n i sending u some virtual love 🤍💻🎙 hope you’re all staying safe sane healthy and as creative as possible
5520,well i love u don’t u kno by now
5521,me the fuck too
5522,wait how long was i gone A DAY
5523,right here hello
5524,CALM DOWN BROOKLYN UR TAKING MY BREATH AWAY
5525,bitch no jus scared imma disappoint when my ass goes to sleep or watches a movie in a lil
